 7.20720721e+00 -1.24963410e+02 1.10241329e+02
 1.52152152e+01 -1.19216847e+02 1.10342942e+02
 2.32232232e+01 -1.16572311e+02 1.10391959e+02
 3.12312312e+01 -1.09021780e+02 1.10722889e+02
 3.92392392e+01 -1.05352185e+02 1.10809639e+02
 4.72472472e+01 -1.01650971e+02 1.10923077e+02
 5.52552553e+01 -9.38133316e+01 1.10855866e+02
 6.32632633e+01 -9.57841773e+01 1.11006089e+02
 7.12712713e+01 -9.06643818e+01 1.11120288e+02
 7.92792793e+01 -8.84669142e+01 1.11084491e+02
 8.72872873e+01 -8.30693893e+01 1.11368987e+02
 9.52952953e+01 -8.35455705e+01 1.11399308e+02
 1.03303303e+02 -8.39394957e+01 1.11127044e+02
 1.11311311e+02 -7.95646828e+01 1.11314577e+02
 1.19319319e+02 -7.87985274e+01 1.11373763e+02
 1.27327327e+02 -7.67979418e+01 1.11458430e+02
 1.35335335e+02 -7.70766972e+01 1.11533245e+02
 1.43343343e+02 -8.02583899e+01 1.11534079e+02
 1.51351351e+02 -7.55592202e+01 1.11650608e+02
 1.59359359e+02 -7.21677481e+01 1.11558041e+02
 1.67367367e+02 -7.23884251e+01 1.11606257e+02
 1.75375375e+02 -7.23351357e+01 1.11773270e+02
 1.83383383e+02 -6.84534239e+01 1.11728492e+02
 1.91391391e+02 -7.27204375e+01 1.11540206e+02
 1.99399399e+02 -7.16640869e+01 1.11641652e+02
 2.07407407e+02 -7.02318145e+01 1.11733336e+02
 2.15415415e+02 -6.83251396e+01 1.11712890e+02
 2.23423423e+02 -6.88123401e+01 1.11712867e+02
 2.31431431e+02 -6.81375604e+01 1.11690530e+02
 2.39439439e+02 -6.71661397e+01 1.11709913e+02
 2.47447447e+02 -6.73258557e+01 1.11695487e+02
 2.55455455e+02 -6.82931984e+01 1.11654198e+02
 2.63463463e+02 -7.09008265e+01 1.11945154e+02
 2.71471471e+02 -6.51281259e+01 1.11565760e+02
 2.79479479e+02 -6.53373152e+01 1.11840151e+02
 2.87487487e+02 -6.48036337e+01 1.11687459e+02
 2.95495495e+02 -6.67620633e+01 1.11828437e+02
 3.03503504e+02 -6.57605514e+01 1.11892026e+02
 3.11511512e+02 -6.76323228e+01 1.11808155e+02
 3.19519520e+02 -6.61514176e+01 1.11795509e+02
 3.27527528e+02 -6.37036666e+01 1.11620487e+02
 3.35535536e+02 -6.61902384e+01 1.11792145e+02
 3.43543544e+02 -6.50280593e+01 1.11921727e+02
 3.51551552e+02 -6.54464413e+01 1.11773807e+02
 3.59559560e+02 -6.78929104e+01 1.11880871e+02
 3.67567568e+02 -6.80193528e+01 1.11796838e+02
 3.75575576e+02 -6.40022706e+01 1.11821273e+02
 3.83583584e+02 -6.81209973e+01 1.11533682e+02
 3.91591592e+02 -6.74074937e+01 1.11809249e+02
 3.99599600e+02 -6.48816012e+01 1.11663138e+02
 4.07607608e+02 -6.67700718e+01 1.11680118e+02
 4.15615616e+02 -6.36898600e+01 1.11742914e+02
 4.23623624e+02 -6.66586207e+01 1.11727182e+02
 4.31631632e+02 -6.61535466e+01 1.11634280e+02
 4.39639640e+02 -6.49016459e+01 1.11942792e+02
 4.47647648e+02 -6.46652800e+01 1.11727071e+02
 4.55655656e+02 -6.66719050e+01 1.12019277e+02
 4.63663664e+02 -6.53949735e+01 1.11859419e+02
 4.71671672e+02 -6.35080364e+01 1.11841160e+02
 4.79679680e+02 -6.51989343e+01 1.11948814e+02
 4.87687688e+02 -6.53122689e+01 1.11811702e+02
 4.95695696e+02 -6.63777094e+01 1.11803555e+02
 5.03703704e+02 -6.58978062e+01 1.11648637e+02
 5.11711712e+02 -6.41635188e+01 1.11893966e+02
 5.19719720e+02 -6.65725466e+01 1.11873637e+02
 5.27727728e+02 -6.36251173e+01 1.11795046e+02
 5.35735736e+02 -6.71348363e+01 1.11946989e+02
 5.43743744e+02 -6.39827772e+01 1.11704018e+02
 5.51751752e+02 -6.41346015e+01 1.11801597e+02
 5.59759760e+02 -6.63807265e+01 1.11876870e+02
 5.67767768e+02 -6.57062458e+01 1.11847416e+02
 5.75775776e+02 -6.71156579e+01 1.11570094e+02
 5.83783784e+02 -6.66481397e+01 1.11639807e+02
 5.91791792e+02 -6.49329396e+01 1.11814233e+02
 5.99799800e+02 -6.52771089e+01 1.11602915e+02
 6.07807808e+02 -6.57142932e+01 1.11749428e+02
 6.15815816e+02 -6.50621276e+01 1.11717146e+02
 6.23823824e+02 -6.71473389e+01 1.11648765e+02
 6.31831832e+02 -6.62976474e+01 1.11727977e+02
 6.39839840e+02 -6.45577431e+01 1.11607208e+02
 6.47847848e+02 -6.44014875e+01 1.11859740e+02
 6.55855856e+02 -6.50884303e+01 1.11782096e+02
 6.63863864e+02 -6.26408396e+01 1.11587098e+02
 6.71871872e+02 -6.51655052e+01 1.11909994e+02
 6.79879880e+02 -6.40035551e+01 1.11894461e+02
 6.87887888e+02 -6.38360696e+01 1.11552331e+02
 6.95895896e+02 -6.50280436e+01 1.11827266e+02
 7.03903904e+02 -6.40833437e+01 1.11819775e+02
 7.11911912e+02 -6.32545046e+01 1.11632158e+02
 7.19919920e+02 -6.69881323e+01 1.11584817e+02
 7.27927928e+02 -6.62874926e+01 1.11839721e+02
 7.35935936e+02 -6.56127924e+01 1.11734264e+02
 7.43943944e+02 -6.28365736e+01 1.11840603e+02
 7.51951952e+02 -6.54167006e+01 1.11736395e+02
 7.59959960e+02 -6.41445032e+01 1.11707757e+02
 7.67967968e+02 -6.56164562e+01 1.11915539e+02
 7.75975976e+02 -6.57526845e+01 1.11796445e+02
 7.83983984e+02 -6.46847350e+01 1.11943628e+02
 7.91991992e+02 -6.33387309e+01 1.11884939e+02
 8.00000000e+02 -6.70432176e+01 1.11923224e+02
