-108.2936, -5.9405
-107.9306, -2.9703
-107.5702, -2.9703
-107.2099, -2.9703
-106.8495, -2.9703
-106.4892, -2.9703
-106.1288, -2.9703
-105.7684, -2.9703
-105.4081, -2.9703
-105.0477, -2.9703
-104.6874, -2.9703
-104.327, -2.9703
-103.9666, -2.9703
-103.6063, -2.9703
-103.2459, -2.9703
-102.8856, -2.9703
-102.5252, -2.9703
-102.1648, -2.9703
-101.8045, -2.9703
-101.4441, -2.9703
-101.0838, -2.9703
-100.7234, -2.9703
-100.363, -2.9703
-100.0027, -2.9703
-99.6423, -2.9703
-99.282, -2.9703
-98.9216, -2.9703
-98.5612, -2.9703
-98.2009, -2.9703
-97.8405, -2.9703
-97.4802, -2.9703
-97.1198, -2.9703
-96.7593, -2.9703
-96.3991, -2.9703
-96.0387, -2.9703
-95.6784, -2.9703
-95.318, -2.9703
-94.9576, -2.9703
-94.5973, -2.9703
-94.2368, -2.9703
-93.8765, -2.9703
-93.5162, -2.9703
-93.1558, -2.9703
-92.7955, -2.9703
-92.4351, -2.9703
-92.0747, -2.9703
-91.7144, -2.9703
-91.354, -2.9703
-90.9937, -2.9703
-90.6333, -2.9703
-90.2729, -2.9703
-89.9125, -2.9703
-89.5522, -2.9703
-89.1919, -2.9703
-88.8315, -2.9703
-88.4711, -2.9703
-88.1108, -2.9703
-87.7504, -2.9703
-87.3901, -2.9703
-87.0297, -2.9703
-86.6693, -2.9703
-86.309, -2.9703
-85.9485, -2.9703
-85.5883, -2.9703
-85.2279, -2.9703
-84.8675, -2.9703
-84.5072, -2.9703
-84.1468, -2.9703
-83.7865, -2.9703
-83.4261, -2.9703
-83.0657, -2.9703
-82.7054, -2.9703
-82.345, -2.9703
-81.9847, -2.9703
-81.6242, -2.9703
-81.2639, -2.9703
-80.9036, -2.9703
-80.5432, -2.9703
-80.1829, -2.9703
-79.8225, -2.9703
-79.4621, -2.9703
-79.1018, -2.9703
-78.7414, -2.9703
-78.3811, -2.9703
-78.0207, -2.9703
-77.6602, -2.9703
-77.3, -2.9703
-76.9396, -2.9703
-76.5793, -2.9703
-76.2189, -2.9703
-75.8559, 0.
-75.4955, 0.
-75.1351, 0.
-74.7748, 0.
-74.4144, 0.
-74.0541, 0.
-73.6937, 0.
-73.3333, 0.
-72.9729, 0.
-72.6126, 0.
-72.2523, 0.
-71.8919, 0.
-71.5314, 0.
-71.1712, 0.
-70.8108, 0.
-70.4505, 0.
-70.0901, 0.
-69.7297, 0.
-69.3694, 0.
-69.009, 0.
-68.6486, 0.
-68.2883, 0.
-67.9279, 0.
-67.5676, 0.
-67.2072, 0.
-66.8468, 0.
-66.4865, 0.
-66.1261, 0.
-65.7658, 0.
-65.4054, 0.
-65.045, 0.
-64.6846, 0.
-64.3243, 0.
-63.964, 0.
-63.6036, 0.
-63.2432, 0.
-62.8829, 0.
-62.5225, 0.
-62.1622, 0.
-61.8018, 0.
-61.4414, 0.
-61.0811, 0.
-60.7207, 0.
-60.3604, 0.
-60.0, 0.
-59.6396, 0.
-59.2793, 0.
-58.9189, 0.
-58.5586, 0.
-58.1982, 0.
-57.8378, 0.
-57.4775, 0.
-57.1171, 0.
-56.7568, 0.
-56.3963, 0.
-56.036, 0.
-55.6757, 0.
-55.3153, 0.
-54.955, 0.
-54.5946, 0.
-54.2342, 0.
-53.8739, 0.
-53.5135, 0.
-53.1532, 0.
-52.7928, 0.
-52.4324, 0.
-52.0721, 0.
-51.7117, 0.
-51.3514, 0.
-50.991, 0.
-50.6306, 0.
-50.2703, 0.
-49.9099, 0.
-49.5495, 0.
-49.1892, 0.
-48.8288, 0.
-48.4685, 0.
-48.1081, 0.
-47.7477, 0.
-47.3874, 0.
-47.027, 0.
-46.6667, 0.
-46.3063, 0.
-45.9459, 0.
-45.5856, 0.
-45.2252, 0.
-44.8649, 0.
-44.5045, 0.
-44.1441, 0.
-43.7838, 0.
-43.4234, 0.
-43.0631, 0.
-42.7027, 0.
-42.3423, 0.
-41.982, 0.
-41.6216, 0.
-41.2612, 0.
-40.9009, 0.
-40.5405, 0.
-40.1802, 0.
-39.8197, 0.
-39.4595, 0.
-39.0991, 0.
-38.7387, 0.
-38.3784, 0.
-38.018, 0.
-37.6577, 0.
-37.2973, 0.
-36.9369, 0.
-36.5766, 0.
-36.2162, 0.
-35.8559, 0.
-35.4928, 2.9703
-35.1325, 2.9703
-34.7721, 2.9703
-34.4117, 2.9703
-34.0514, 2.9703
-33.6909, 2.9703
-33.3307, 2.9703
-32.9703, 2.9703
-32.6099, 2.9703
-32.2496, 2.9703
-31.8892, 2.9703
-31.5289, 2.9703
-31.1685, 2.9703
-30.8081, 2.9703
-30.4478, 2.9703
-30.0874, 2.9703
-29.7271, 2.9703
-29.3667, 2.9703
-29.0063, 2.9703
-28.646, 2.9703
-28.2856, 2.9703
-27.9253, 2.9703
-27.5622, 5.9405
-27.2019, 5.9405
-26.8415, 5.9405
-26.4811, 5.9405
-26.1208, 5.9405
-25.7604, 5.9405
-25.4001, 5.9405
-25.0397, 5.9405
-24.6793, 5.9405
-24.319, 5.9405
-23.9559, 8.9109
-23.5956, 8.9109
-23.2352, 8.9109
-22.8749, 8.9109
-22.5145, 8.9109
-22.1541, 8.9109
-21.7938, 8.9109
-21.4334, 8.9109
-21.0731, 8.9109
-20.7127, 8.9109
-20.3523, 8.9109
-19.992, 8.9109
-19.6289, 11.8812
-19.2686, 11.8812
-18.9082, 11.8812
-18.5479, 11.8812
-18.1875, 11.8812
-17.8271, 11.8812
-17.4668, 11.8812
-17.1064, 11.8812
-16.7461, 11.8812
-16.383, 14.8515
-16.0227, 14.8515
-15.6623, 14.8515
-15.3019, 14.8515
-14.9416, 14.8515
-14.5812, 14.8515
-14.2209, 14.8515
