 0.00000000e+00 -1.30701017e+02 1.10157995e+02
 8.00800801e-01 -1.27209346e+02 1.09914799e+02
 1.60160160e+00 -1.28485283e+02 1.09952128e+02
 2.40240240e+00 -1.29357363e+02 1.10178253e+02
 3.20320320e+00 -1.27364111e+02 1.10386906e+02
 4.00400400e+00 -1.28645801e+02 1.10319793e+02
 4.80480480e+00 -1.20362676e+02 1.09942438e+02
 5.60560561e+00 -1.28885219e+02 1.10273462e+02
 6.40640641e+00 -1.22519527e+02 1.10149026e+02
 7.20720721e+00 -1.24963410e+02 1.10241329e+02
 8.00800801e+00 -1.23388242e+02 1.10125023e+02
 8.80880881e+00 -1.22924670e+02 1.10136222e+02
 9.60960961e+00 -1.24604384e+02 1.10395585e+02
 1.04104104e+01 -1.25189742e+02 1.10329317e+02
 1.12112112e+01 -1.25392440e+02 1.10472179e+02
 1.20120120e+01 -1.24819462e+02 1.10337036e+02
 1.28128128e+01 -1.20272756e+02 1.10308840e+02
 1.36136136e+01 -1.21774282e+02 1.10254636e+02
 1.44144144e+01 -1.18573478e+02 1.10464966e+02
 1.52152152e+01 -1.19216847e+02 1.10342942e+02
 1.60160160e+01 -1.19233924e+02 1.10434920e+02
 1.68168168e+01 -1.17857710e+02 1.10421295e+02
 1.76176176e+01 -1.16226225e+02 1.10362028e+02
 1.84184184e+01 -1.21056286e+02 1.10674192e+02
 1.92192192e+01 -1.16987885e+02 1.10549169e+02
 2.00200200e+01 -1.16814873e+02 1.10494070e+02
 2.08208208e+01 -1.15058227e+02 1.10500670e+02
 2.16216216e+01 -1.15040181e+02 1.10488487e+02
 2.24224224e+01 -1.13399054e+02 1.10299245e+02
 2.32232232e+01 -1.16572311e+02 1.10391959e+02
 2.40240240e+01 -1.17713467e+02 1.10540457e+02
 2.48248248e+01 -1.12768057e+02 1.10419828e+02
 2.56256256e+01 -1.12482020e+02 1.10570153e+02
 2.64264264e+01 -1.11862886e+02 1.10712943e+02
 2.72272272e+01 -1.09270943e+02 1.10635430e+02
 2.80280280e+01 -1.11377867e+02 1.10577578e+02
 2.88288288e+01 -1.09397285e+02 1.10787267e+02
 2.96296296e+01 -1.09209628e+02 1.10597857e+02
 3.04304304e+01 -1.08067162e+02 1.10765075e+02
 3.12312312e+01 -1.09021780e+02 1.10722889e+02
 3.20320320e+01 -1.06598860e+02 1.10567853e+02
 3.28328328e+01 -1.08802656e+02 1.10640587e+02
 3.36336336e+01 -1.07187351e+02 1.10625784e+02
 3.44344344e+01 -1.05310418e+02 1.10655922e+02
 3.52352352e+01 -1.06336097e+02 1.10499388e+02
