Comment			
voltage(mV)		Control	.+Bup	diff
-56.0388		-123.311	-38.2385	-85.0725
-55.8557		-124.573	-36.85		-87.723
-55.6665		-128.764	-36.85		-91.914
-55.5668		-121.989	-38.4369	-83.5521
-55.3491		-119.08		-37.3993	-81.6807
-55.2271		-115.784	-34.8358	-80.9482
-55.048			-113.831	-36.3922	-77.4388
-54.9544		-118.774	-37.9028	-80.8712
-54.814			-124.471	-37.7502	-86.7208
-54.7184		-128.499	-40.9546	-87.5444
-54.5353		-125.02		-39.856		-85.164
-54.4295		-132.528	-42.8467	-89.6813
-54.3197		-136.169	-37.6587	-98.5103
-54.104			-135.356	-39.3372	-96.0188
-54.0918		-129.72		-40.0238	-89.6962
-53.8049		-125.753	-41.2445	-84.5085
-53.7297		-131.938	-43.3655	-88.5725
-53.4916		-130.493	-40.5884	-89.9046
-53.3695		-127.36		-37.6739	-89.6861
-53.2597		-129.374	-38.7726	-90.6014
-53.0501		-131.063	-39.2609	-91.8021
-52.9057		-129.903	-38.62		-91.283
-52.7979		-120.199	-38.9557	-81.2433
-52.6615		-113.505	-36.6058	-76.8992
-52.513			-119.161	-38.1775	-80.9835
-52.3279		-119.751	-36.1023	-83.6487
-52.2099		-117.533	-38.0859	-79.4471
-52.0227		-120.626	-40.2222	-80.4038
-51.8884		-123.088	-40.5426	-82.5454
-51.746			-118.917	-39.032		-79.885
-51.6484		-118.327	-37.8113	-80.5157
-51.4836		-119.059	-39.917		-79.142
-51.3493		-123.84		-40.9851	-82.8549
-51.1845		-125.793	-40.1001	-85.6929
-51.0706		-126.831	-36.2244	-90.6066
-50.9098		-124.105	-36.4838	-87.6212
-50.7511		-118.449	-36.438		-82.011
-50.623			-126.119	-39.1083	-87.0107
-50.4744		-125.834	-35.9497	-89.8843
-50.3605		-126.587	-38.8184	-87.7686
-50.1632		-123.088	-36.4838	-86.6042
-50.0675		-121.969	-34.2407	-87.7283
-49.8865		-124.227	-36.7737	-87.4533
-49.801			-118.368	-35.3546	-83.0134
-49.6281		-116.984	-36.0413	-80.9427
-49.4999		-116.597	-37.1704	-79.4266
-49.3514		-122.253	-38.269		-83.984
-49.1215		-118.53		-39.6271	-78.9029
-49.1378		-118.49		-41.2903	-77.1997
-48.8489		-120.85		-40.4968	-80.3532
-48.7268		-118.123	-40.9241	-77.1989
-48.5783		-114.095	-39.5813	-74.5137
-48.4237		-116.048	-38.5132	-77.5348
-48.2528		-111.816	-40.8478	-70.9682
-48.1978		-112.569	-37.1399	-75.4291
-48.0575		-115.417	-34.6527	-80.7643
-47.8886		-113.831	-31.8909	-81.9401
-47.736			-111.348	-33.0811	-78.2669
-47.5366		-111.938	-33.6761	-78.2619
-47.4573		-117.92		-36.3312	-81.5888
-47.2884		-112.752	-36.7584	-75.9936
-47.1541		-116.028	-33.7524	-82.2756
-47.0443		-113.383	-36.7737	-76.6093
-46.9344		-113.607	-34.0424	-79.5646
-46.7472		-109.843	-33.7524	-76.0906
-46.558			-110.067	-32.3029	-77.7641
-46.4258		-108.948	-37.5671	-71.3809
-46.2752		-106.771	-37.8418	-68.9292
-46.1715		-101.359	-36.3769	-64.9821
-46.0331		-99.5687	-35.5072	-64.0615
-45.9253		-100.932	-30.9143	-70.0177
-45.7178		-106.527	-32.4402	-74.0868
-45.5469		-104.126	-30.7312	-73.3948
-45.4594		-104.553	-29.007		-75.546
-45.2173		-102.6		-29.6326	-72.9674
-45.1115		-105.265	-28.9917	-76.2733
-45.0281		-101.685	-27.5726	-74.1124
-44.8857		-99.6704	-28.1982	-71.4722
-44.7331		-100.647	-30.3192	-70.3278
-44.554			-98.47		-30.7465	-67.7235
-44.3587		-99.3245	-31.0059	-68.3186
-44.2285		-99.9756	-31.2042	-68.7714
-44.1634		-98.8363	-34.8053	-64.031
-43.9579		-98.6938	-34.9731	-63.7207
-43.8806		-97.29		-36.5295	-60.7605
-43.6711		-94.5638	-34.9274	-59.6364
-43.5429		-94.991		-35.5072	-59.4838
-43.3964		-95.3572	-33.8135	-61.5437
-43.2804		-95.0724	-33.4778	-61.5946
-43.0933		-93.5262	-31.6925	-61.8337
-43.0221		-97.1883	-29.5258	-67.6625
-42.7535		-93.9128	-30.426		-63.4868
-42.6864		-94.2993	-31.9519	-62.3474
-42.5704		-100.85		-32.3029	-68.5471
-42.3812		-97.6155	-33.0505	-64.565
-42.2327		-92.7531	-30.9448	-61.8083
-42.0577		-92.5496	-33.4625	-59.0871
-41.9214		-91.6544	-33.9203	-57.7341
-41.8766		-93.6279	-32.7911	-60.8368
-41.6305		-95.8455	-35.2478	-60.5977
-41.5104		-96.7		-33.3252	-63.3748
-41.3497		-96.7407	-35.3851	-61.3556
-41.2561		-95.1538	-35.1105	-60.0433
-41.075			-96.4355	-31.723		-64.7125
-40.9224		-98.3073	-31.8451	-66.4622
-40.778			-91.512		-31.1584	-60.3536
-40.66			-93.4245	-31.2195	-62.205
-40.5176		-89.4979	-29.0527	-60.4452
-40.2979		-88.0534	-28.7628	-59.2906
-40.2327		-90.4337	-28.5187	-61.915
-40.0293		-87.5447	-27.5269	-60.0178
-39.9662		-87.4227	-28.1982	-59.2245
-39.7892		-87.5651	-24.4446	-63.1205
-39.657			-85.8765	-25.8942	-59.9823
-39.598			-84.7778	-26.3672	-58.4106
-39.2745		-85.0423	-24.8718	-60.1705
-39.2725		-87.6261	-26.062		-61.5641
-39.0487		-86.4258	-24.6887	-61.7371
-38.953			-87.972		-25.6653	-62.3067
-38.7882		-88.1144	-27.0233	-61.0911
-38.6458		-90.1082	-28.4576	-61.6506
-38.54			-86.6089	-27.5574	-59.0515
-38.3162		-85.3882	-26.5808	-58.8074
-38.2145		-85.0627	-23.5596	-61.5031
-38.009			-84.554		-23.7579	-60.7961
-37.8442		-85.144		-20.9045	-64.2395
-37.8239		-83.5164	-24.2767	-59.2397
-37.596			-84.9202	-21.9879	-62.9323
-37.4902		-82.7637	-21.3623	-61.4014
-37.3397		-83.1299	-20.1111	-63.0188
-37.1484		-80.1798	-21.0266	-59.1532
-37.002			-78.5929	-21.1792	-57.4137
-36.9653		-75.4394	-20.2789	-55.1605
-36.6947		-77.9826	-21.637		-56.3456
-36.5828		-79.1422	-21.9574	-57.1848
-36.4221		-75.9888	-19.8212	-56.1676
-36.3143		-75.5819	-20.1111	-55.4708
-36.1515		-73.2829	-18.7225	-54.5604
-36.0498		-70.3532	-18.4631	-51.8901
-35.8382		-70.048		-19.4702	-50.5778
-35.7528		-68.6442	-20.2179	-48.4263
-35.5412		-67.9728	-20.1416	-47.8312
-35.4374		-70.7601	-19.6838	-51.0763
-35.2665		-73.4456	-16.6779	-56.7677
-35.1607		-72.998		-18.2495	-54.7485
-35.0102		-71.7977	-18.9056	-52.8921
-34.8861		-68.7663	-20.401		-48.3653
-34.7518		-67.22		-20.9198	-46.3002
-34.5789		-66.3249	-20.8893	-45.4356
-34.3774		-65.6738	-17.7155	-47.9583
-34.2615		-62.6221	-16.1896	-46.4325
-34.1516		-67.8101	-15.564		-52.2461
-34.0519		-67.0369	-17.3187	-49.7182
-33.8363		-67.1997	-14.6332	-52.5665
-33.7142		-68.929		-15.7013	-53.2277
-33.5189		-67.4845	-16.2506	-51.2339
-33.4049		-65.5721	-13.3667	-52.2054
-33.291			-67.4845	-14.2975	-53.187
-33.1181		-68.1356	-14.9078	-53.2278
-33.0367		-67.9321	-15.6708	-52.2613
-32.819			-64.3921	-15.625		-48.7671
-32.6827		-64.5548	-17.5629	-46.9919
-32.4874		-64.9617	-17.0288	-47.9329
-32.3735		-67.6066	-17.2729	-50.3337
-32.2799		-66.7928	-16.9373	-49.8555
-32.1029		-67.3625	-15.5945	-51.768
-31.936			-63.9038	-15.7928	-48.111
-31.8567		-66.04		-16.1743	-49.8657
-31.6939		-59.021		-15.2893	-43.7317
-31.578			-63.5783	-16.1438	-47.4345
-31.3847		-64.1479	-15.564		-48.5839
-31.283			-62.8662	-13.5956	-49.2706
-31.108			-64.3717	-13.6566	-50.7151
-30.9574		-60.5876	-14.6942	-45.8934
-30.8577		-61.6252	-14.9231	-46.7021
-30.6767		-63.0493	-15.7776	-47.2717
-30.4549		-64.7583	-15.1672	-49.5911
-30.3145		-63.619		-14.6484	-48.9706
-30.2209		-61.6862	-16.3269	-45.3593
-30.0724		-60.8114	-16.8304	-43.981
-29.9219		-59.4279	-14.4501	-44.9778
-29.7856		-57.841		-13.0157	-44.8253
-29.7062		-57.4341	-12.1765	-45.2576
-29.5597		-55.5013	-14.6637	-40.8376
-29.3746		-57.2103	-11.4136	-45.7967
-29.2118		-58.6344	-14.4043	-44.2301
-29.0592		-60.0382	-14.8926	-45.1456
-28.9331		-59.7127	-14.0533	-45.6594
-28.8151		-56.2541	-11.5814	-44.6727
-28.6381		-59.2244	-11.8713	-47.3531
-28.5669		-57.6579	-11.8256	-45.8323
-28.3675		-54.5451	-11.673		-42.8721
-28.1844		-55.8268	-8.7738		-47.053
-28.0278		-54.1789	-9.91821	-44.26069
-27.8548		-52.3275	-9.96399	-42.36351
-27.7144		-48.4416	-9.93347	-38.50813
-27.6656		-53.1209	-9.62829	-43.49261
-27.4947		-52.0223	-10.1318	-41.8905
-27.3035		-53.9958	-10.3149	-43.6809
-27.218			-54.2806	-10.3149	-43.9657
-27.0573		-52.6937	-10.6812	-42.0125
-26.9169		-50.5574	-11.0168	-39.5406
-26.7135		-50.4964	-10.498		-39.9984
-26.5466		-50.8626	-11.8256	-39.037
-26.4978		-50.6795	-10.788		-39.8915
-26.3411		-51.9613	-12.1765	-39.7848
-26.1438		-49.8861	-10.2539	-39.6322
-26.0177		-52.2257	-11.2		-41.0257
-25.9363		-53.0192	-9.84192	-43.17728
-25.7104		-52.5309	-8.37707	-44.15383
-25.5782		-53.5278	-8.37707	-45.15073
-25.4399		-51.0661	-8.36182	-42.70428
-25.3076		-51.6357	-7.78198	-43.85372
-25.2201		-49.1943	-10.0861	-39.1082
-25.0981		-47.6074	-10.788		-36.8194
-24.919			-48.3195	-11.4136	-36.9059
-24.681			-47.8922	-11.3831	-36.5091
-24.5549		-48.1567	-10.437		-37.7197
-24.4185		-46.4884	-11.3678	-35.1206
-24.2985		-47.0378	-9.82666	-37.21114
-24.1602		-45.105		-8.62121	-36.48379
-24.0137		-43.3146	-7.88879	-35.42581
-23.8387		-45.4305	-8.17871	-37.25179
-23.6882		-43.2943	-9.3689		-33.9254
-23.5742		-41.7887	-8.8501		-32.9386
-23.4969		-43.2332	-9.84192	-33.39128
-23.3118		-42.8467	-8.11767	-34.72903
-23.1368		-40.7308	-6.62231	-34.10849
-22.9862		-42.2363	-9.07898	-33.15732
-22.8418		-40.507		-6.63757	-33.86943
-22.7136		-41.687		-6.94275	-34.74425
-22.5651		-39.6118	-8.01086	-31.60094
-22.4003		-39.5101	-7.44629	-32.06381
-22.3515		-38.5132	-6.88171	-31.63149
-22.203			-39.1642	-8.19397	-30.97023
-22.0076		-38.7166	-8.37707	-30.33953
-21.8449		-38.0046	-7.85828	-30.14632
-21.6903		-36.6414	-9.8114		-26.83
-21.5926		-35.7259	-7.52258	-28.20332
-21.4034		-38.3708	-7.76672	-30.60408
-21.3159		-34.6273	-7.2937		-27.3336
-21.0942		-34.8307	-7.35474	-27.47596
-20.9782		-34.3628	-7.23267	-27.13013
-20.8704		-34.3628	-6.48498	-27.87782
-20.7096		-35.4411	-7.01904	-28.42206
-20.5672		-34.7493	-7.12585	-27.62345
-20.4614		-34.9528	-6.37817	-28.57463
-20.203			-33.2438	-5.88989	-27.35391
-20.1563		-34.2407	-5.38635	-28.85435
-19.95483		-34.139		-5.34058	-28.79842
-19.80225		-32.1859	-5.61523	-26.57067
-19.64559		-31.779		-4.37927	-27.39973
-19.51945		-30.9448	-2.68555	-28.25925
-19.43197		-26.9979	-3.2959		-23.702
-19.25293		-30.2938	-4.92859	-25.36521
-19.0861		-29.8665	-3.52478	-26.34172
-19.00269		-28.6865	-3.60107	-25.08543
-18.83586		-29.2969	-4.88281	-24.41409
-18.59985		-28.9103	-3.5553		-25.355
-18.52661		-28.5034	-4.08935	-24.41405
-18.36589		-29.8462	-4.22668	-25.61952
-18.21126		-28.3813	-3.35693	-25.02437
-18.09123		-28.5645	-4.18091	-24.38359
-17.88167		-28.9917	-2.97546	-26.01624
-17.84505		-29.5817	-3.78418	-25.79752
-17.59684		-27.4862	-4.50134	-22.98486
-17.50529		-26.5706	-3.00598	-23.56462
-17.34049		-25.533		-2.9602		-22.5728
-17.18791		-23.9258	-3.78418	-20.14162
-17.04346		-25.5737	-3.38745	-22.18625
-16.87663		-24.7803	-3.23486	-21.54544
-16.80339		-23.3968	-3.11279	-20.28401
-16.663			-23.5189	-4.19617	-19.32273
-16.51245		-22.8475	-3.66211	-19.18539
-16.309			-24.7599	-3.09753	-21.66237
-16.21541		-25.411		-2.54822	-22.86278
-16.06079		-22.3999	-3.26538	-19.13452
-15.92244		-22.1761	-3.05176	-19.12434
-15.80241		-22.7458	-3.90625	-18.83955
-15.65389		-22.5016	-3.479		-19.0226
-15.49316		-24.1089	-3.11279	-20.99611
-15.30192		-23.1934	-2.21252	-20.98088
-15.23275		-22.0133	-2.39563	-19.61767
-15.03947		-22.1558	-2.63977	-19.51603
-14.90519		-21.8302	-3.20435	-18.62585
-14.72412		-21.5047	-1.80054	-19.70416
-14.5634		-20.5688	-3.12805	-17.44075
-14.43115		-21.9523	-2.01416	-19.93814
-14.32739		-21.0368	-2.62451	-18.41229
-14.14836		-20.4875	-2.31934	-18.16816
-14.06087		-21.2199	-2.42615	-18.79375
-13.8798		-21.1995	-3.05176	-18.14774
-13.74756		-19.6126	-4.01306	-15.59954
-13.55428		-19.5923	-2.82288	-16.76942
-13.40373		-18.7581	-0.823975	-17.934125
-13.23893		-18.2292	-1.78528	-16.44392
-13.14534		-18.5547	-1.61743	-16.93727
-13.0131		-18.0664	-1.98364	-16.08276
-12.90731		-18.4733	-0.686645	-17.786655
-12.67741		-18.1885	-2.21252	-15.97598
-12.56144		-16.276		-2.27356	-14.00244
-12.46582		-18.0867	-1.4801		-16.6066
-12.33968		-15.8284	-1.11389	-14.71451
-12.15861		-16.744		-1.58691	-15.15709
-11.98364		-16.3981	-1.02234	-15.37576
-11.87785		-14.7705	-0.534058	-14.236442
-11.70288		-16.0929	-0.549316	-15.543584
-11.60929		-15.5233	-0.915527	-14.607773
-11.45264		-14.9536	-0.50354	-14.45006
-11.27563		-14.3229	-0.274658	-14.048242
-11.16577		-14.3433	0.808716	-15.152016
-11.02336		-13.4888	-0.396728	-13.092072
-10.950114		-12.3901	-0.0762939	-12.3138061
-10.675456		-11.4339	0.396728	-11.830628
-10.665283		-11.5763	0.671387	-12.247687
-10.413005		-10.6201	-1.09863	-9.52147
-10.250244		-11.2508	0.167847	-11.418647
-10.136312		-10.9253	0.38147		-11.30677
-10.00813802		-10.6201	0.839233	-11.459333
-9.867757		-10.437		0.900268	-11.337268
-9.635824		-10.5184	1.297		-11.8154
-9.493408		-9.88769	0.518799	-10.406489
-9.458822		-9.23665	2.39563		-11.63228
-9.289958		-9.41976	1.52588		-10.94564
-9.102783		-9.05355	1.75476		-10.80831
-8.94206		-8.4025		1.52588		-9.92838
-8.86475		-8.2194		2.04468		-10.26408
-8.68774		-7.91422	2.31934		-10.23356
-8.4904			-8.46354	2.65503		-11.11857
-8.33171		-7.34456	2.30408		-9.64864
-8.34595		-6.81559	2.80762		-9.62321
-8.06925		-4.88281	1.77002		-6.65283
-7.96143		-5.75765	2.89917		-8.65682
-7.81698		-4.84212	2.88391		-7.72603
-7.69897		-5.20833	2.42615		-7.63448
-7.55859		-4.21143	1.9989		-6.21033
-7.37956		-4.1097		3.63159		-7.74129
-7.20256		-5.00488	3.54004		-8.54492
-7.08455		-4.49626	3.02124		-7.5175
-6.97062		-3.68245	3.34167		-7.02412
-6.77734		-3.74349	3.15857		-6.90206
-6.66341		-2.82796	3.37219		-6.20015
-6.54338		-2.38037	3.18909		-5.56946
-6.37248		-1.42415	3.95203		-5.37618
-6.22803		-1.07829	3.20435		-4.28264
-6.03068		-0.386556	5.23376		-5.620316
-5.95744		-1.48519	3.82996		-5.31515
-5.80078		-0.244141	4.5929		-4.837041
-5.67261		-0.223796	4.28772		-4.511516
-5.52816		0.935872	4.50134		-3.565468
-5.40405		-0.0406901	4.5929		-4.6335901
-5.24129		0.834147	4.79126		-3.957113
-5.09888		0.996907	4.71497		-3.718063
-4.89136		0.915527	4.76074		-3.845213
-4.80794		1.91243		5.02014		-3.10771
-4.63704		2.21761		4.39453		-2.17692
-4.47225		0.834147	5.34058		-4.506433
-4.37866		2.13623		4.71497		-2.57874
-4.19556		3.19417		4.63867		-1.4445
-4.11011		1.70898		5.09644		-3.38746
-3.93107		3.0721		4.91333		-1.84123
-3.74797		3.03141		6.45447		-3.42306
-3.65845		4.96419		6.3324		-1.36821
-3.46924		5.3304		5.17273		0.15767
-3.3492			5.90006		6.22559		-0.32553
-3.18441		4.17073		5.96619		-1.79546
-3.08268		5.08626		7.2937		-2.20744
-2.93009		4.96419		7.00378		-2.03959
-2.74292		6.40869		6.54602		-0.13733
-2.66764		6.46973		6.22559		0.24414
-2.41536		7.8125		8.02612		-0.21362
-2.31364		6.57145		7.17163		-0.60018
-2.13867		7.83284		7.04956		0.78328
-2.05322		6.69352		6.37817		0.31535
-1.89046		8.26009		6.63757		1.62252
-1.68701		9.31803		6.13403		3.184
-1.59546		9.17562		6.80542		2.3702
-1.44694		8.4432		7.17163		1.27157
-1.33911		9.05355		7.94983		1.10372
-1.13973		9.48079		7.46155		2.01924
-1.04004		8.99251		7.2937		1.69881
-0.87321		9.82666		7.08008		2.74658
-0.802			10.2132		8.57544		1.63776
-0.64941		10.6812		8.3313		2.3499
-0.45207		11.8815		7.84302		4.03848
-0.30762		11.3525		8.60596		2.74654
-0.1652			11.6781		8.80432		2.87378
0.0199			11.0677		8.74329		2.32441
0.0789			12.5326		7.72095		4.81165
0.2478			12.3088		9.70459		2.60421
0.4736			12.8174		8.16345		4.65395
0.6201			13.0615		8.28552		4.77598
0.7361			13.9974		8.5907		5.4067
0.85			13.326		8.27026		5.05574
0.9823			14.6281		9.01794		5.61016
1.1796			12.4512		8.60596		3.84524
1.2752			12.797		9.8114		2.9856
1.4583			14.384		9.0332		5.3508
1.6353			15.2384		8.3313		6.9071
1.7757			15.1978		9.00268		6.19512
1.9283			15.5843		9.46045		6.12385
2.0361			15.7878		10.025		5.7628
2.1582			15.2588		9.53674		5.72206
2.3189			16.5609		11.0321		5.5288
2.443			16.7847		10.3149		6.4698
2.62			17.7002		9.90295		7.79725
2.734			17.8833		9.53674		8.34656
2.9578			18.5547		10.91		7.6447
3.0737			18.7174		10.0098		8.7076
3.2141			19.104		10.4523		8.6517
3.3443			19.694		10.498		9.196
3.505			19.5312		10.9711		8.5601
3.5925			19.7144		11.0474		8.667
3.7838			20.7316		11.8866		8.845
3.7695			19.8568		10.6201		9.2367
4.0116			20.3654		11.0474		9.318
4.15			19.7347		12.1613		7.5734
4.3209			20.5078		12.4207		8.0871
4.502			20.8537		12.2833		8.5704
4.6342			20.6299		12.1155		8.5144
4.7156			20.8944		11.5662		9.3282
4.919			22.5627		12.207		10.3557
5.0228			21.5861		12.8021		8.784
5.1632			21.5251		12.3596		9.1655
5.3646			21.8099		13.7787		8.0312
5.509			22.1354		13.2599		8.8755
5.6108			25.0041		12.7869		12.2172
5.7633			23.234		12.9089		10.3251
5.9058			24.943		13.9618		10.9812
6.0726			26.001		14.0686		11.9324
6.1947			24.6175		12.8632		11.7543
6.4327			26.4689		13.0157		13.4532
6.5243			26.2248		13.4888		12.736
6.6626			25.9399		12.7563		13.1836
6.7664			26.8962		14.1602		12.736
6.8945			26.3875		13.6108		12.7767
7.1346			27.0386		14.3127		12.7259
7.2221			27.0182		13.6414		13.3768
7.3787			26.4893		13.4125		13.0768
7.4805			26.6724		14.74		11.9324
7.6147			27.8117		13.7787		14.033
7.808			27.0996		14.3433		12.7563
7.9728			28.1372		15.4724		12.6648
8.0827			30.8634		15.8081		15.0553
8.278			31.6976		14.2822		17.4154
8.3716			31.4331		14.8926		16.5405
8.5547			30.9041		16.3574		14.5467
8.6584			32.0231		13.6719		18.3512
8.7358			31.311		13.5803		17.7307
8.9026			30.2124		14.4806		15.7318
9.0735			34.3018		13.855		20.4468
9.2078			33.1014		14.5721		18.5293
9.3705			32.9183		14.9536		17.9647
9.5333			33.5286		14.8315		18.6971
9.6798			33.1014		15.152		17.9494
9.8039			35.1766		15.7776		19.399
10.0195			34.2814		14.0991		20.1823
10.0256			34.4035		15.3961		19.0074
10.2535			34.9121		15.3198		19.5923
10.3776			35.3597		16.1896		19.1701
10.5607			34.9935		14.801		20.1925
10.6746			35.6242		14.389		21.2352
10.8191			37.7197		15.3198		22.3999
11.0185			37.2111		15.274		21.9371
11.165			38.3504		16.4032		21.9472
11.2606			39.0625		15.0604		24.0021
11.4315			39.1642		15.9912		23.173
11.582			38.9608		17.1814		21.7794
11.7041			39.5915		16.7847		22.8068
11.8363			40.3239		17.1967		23.1272
12.0154			38.3301		16.9678		21.3623
12.1415			39.0828		17.2272		21.8556
12.3022			39.3066		16.4947		22.8119
12.4691			41.2191		18.3411		22.878
12.5464			39.917		17.2272		22.6898
12.7336			40.1001		18.0817		22.0184
12.88			39.0421		18.158		20.8841
13.0408			39.1439		17.9291		21.2148
13.1242			42.3177		19.6075		22.7102
13.3012			44.2912		18.8904		25.4008
13.4334			43.6605		17.5476		26.1129
13.5128			44.4946		19.6686		24.826
13.6837			42.5008		17.5323		24.9685
13.8383			41.8905		20.0958		21.7947
13.9889			43.6198		20.0958		23.524
14.1536			42.6636		18.5242		24.1394
14.3103			44.7591		20.6909		24.0682
14.4364			43.4163		18.1274		25.2889
14.5524			45.0236		18.2953		26.7283
14.6663			45.2474		19.5465		25.7009
14.9512			45.7357		19.7754		25.9603
15.061			45.5322		20.0043		25.5279
15.2299			45.1864		21.1792		24.0072
15.3601			46.1629		21.4233		24.7396
15.3682			46.3257		20.2179		26.1078
15.6673			46.936		17.8223		29.1137
15.7345			47.8312		18.7225		29.1087
15.9338			46.2443		18.631		27.6133
16.0539			46.4681		18.753		27.7151
16.1963			48.7671		19.7296		29.0375
16.3407			49.7436		18.8751		30.8685
16.5157			51.1271		20.2026		30.9245
16.6296			52.3682		20.0958		32.2724
16.7965			49.3367		19.6838		29.6529
16.9124			50.2523		19.8669		30.3854
17.0671			51.3509		21.6827		29.6682
17.1688			52.0223		19.2413		32.781
17.3031			52.3682		20.3247		32.0435
17.4333			54.5654		20.05		34.5154
17.6143			55.8268		18.8141		37.0127
17.8097			54.1178		18.5852		35.5326
17.9358			53.5278		18.8904		34.6374
18.0172			52.4902		19.928		32.5622
18.2593			51.2492		21.5759		29.6733
18.2267			54.2196		20.6451		33.5745
18.4993			54.1178		20.5383		33.5795
18.715			55.7861		20.4315		35.3546
18.7984			55.9489		21.3928		34.5561
18.9246			55.2775		20.6451		34.6324
19.0161			56.4575		22.8271		33.6304
19.2521			57.0679		22.9187		34.1492
19.3355			56.3558		21.4539		34.9019
19.5715			57.2713		21.759		35.5123
19.6305			55.8879		22.7051		33.1828
19.7689			55.7251		22.7356		32.9895
19.9967			56.132		21.7743		34.3577
20.0964			54.9927		22.3389		32.6538
20.2795			56.9661		21.8506		35.1155
20.4097			56.722		20.7367		35.9853
20.5847			57.8206		20.0195		37.8011
20.6885			58.7972		20.4163		38.3809
20.7963			59.0617		19.577		39.4847
20.9957			57.5155		21.0571		36.4584
21.0893			56.5186		20.9045		35.6141
21.3029			59.6517		19.989		39.6627
21.4128			60.7503		19.8364		40.9139
21.5979			61.849		21.0266		40.8224
21.7261			63.8021		21.0266		42.7755
21.8644			64.9007		20.9961		43.9046
21.9499			63.3748		21.4386		41.9362
22.074			63.2731		21.8353		41.4378
22.2306			63.4562		21.225		42.2312
22.4483			60.4451		21.5454		38.8997
22.5073			59.6517		22.2626		37.3891
22.6762			60.262		24.2767		35.9853
22.7901			57.902		24.0784		33.8236
22.9997			58.8582		24.765		34.0932
23.0851			60.852		24.7192		36.1328
23.2926			60.262		24.3072		35.9548
23.3842			59.3465		22.7356		36.6109
23.5673			59.7534		20.1874		39.566
23.7402			60.0789		21.4691		38.6098
23.846			61.4217		21.8658		39.5559
24.0047			63.1917		21.8964		41.2953
24.1471			66.1418		22.8424		43.2994
24.3079			67.2607		23.3307		43.93
24.4462			67.0776		22.0795		44.9981
24.5846			65.4093		23.1781		42.2312
24.729			67.0573		22.5372		44.5201
24.9223			65.8569		22.644		43.2129
25.0586			68.0949		21.8048		46.2901
25.1359			66.1418		23.1323		43.0095
25.3495			67.3625		23.819		43.5435
25.38			66.7928		25.0854		41.7074
25.6099			68.4814		26.0468		42.4346
25.7971			68.3594		26.001		42.3584
25.907			69.9666		25.8026		44.164
26.0006			68.1152		26.123		41.9922
26.1552			67.5252		25.1007		42.4245
26.3546			65.9993		25.0092		40.9901
26.4319			66.5283		27.7405		38.7878
26.6394			67.8507		27.4658		40.3849
26.735			66.6911		28.1525		38.5386
26.8754			68.4814		27.3437		41.1377
27.1053			72.7336		28.4271		44.3065
27.1867			70.2515		28.8544		41.3971
27.3393			70.4956		28.1525		42.3431
27.4776			70.8618		27.7252		43.1366
27.561			71.4722		27.6642		43.808
27.7991			67.0369		28.8849		38.152
27.8947			71.6349		29.007		42.6279
28.09			72.0215		30.6549		41.3666
28.2161			73.1811		29.9072		43.2739
28.3586			71.4925		29.5258		41.9667
28.5193			73.8322		31.2958		42.5364
28.5824			74.4832		32.3639		42.1193
28.8224			74.9308		30.8685		44.0623
28.9404			76.0701		32.3029		43.7672
29.1296			78.6946		31.6925		47.0021
29.2314			78.2064		32.6538		45.5526
29.3331			77.2298		32.3334		44.8964
29.4816			73.8525		32.0129		41.8396
29.6932			77.1891		33.1268		44.0623
29.8031			78.1453		32.074		46.0713
29.9007			78.3284		32.7759		45.5525
30.1286			78.4505		33.0658		45.3847
30.1693			80.6885		30.5786		50.1099
30.3971			79.4881		29.3884		50.0997
30.507			81.7057		28.5339		53.1718
30.6148			82.6823		30.9143		51.768
30.7471			83.0688		29.8004		53.2684
30.9281			81.7668		30.5328		51.234
31.1072			81.4412		31.6925		49.7487
31.2415			83.4147		31.4331		51.9816
31.3656			82.3161		30.3192		51.9969
31.4754			83.903		30.5634		53.3396
31.6484			82.3771		32.2113		50.1658
31.7806			81.1768		31.4636		49.7132
31.921			84.6558		31.3721		53.2837
32.0125			83.0485		30.777		52.2715
32.2201			83.5164		30.1056		53.4108
32.393			85.2458		30.5328		54.713
32.5069			85.1033		31.7383		53.365
32.7083			84.0251		29.7852		54.2399
32.749			86.0799		30.9601		55.1198
32.9443			85.8358		29.7394		56.0964
33.1132			82.6823		28.8696		53.8127
33.2373			83.8826		30.4108		53.4718
33.4245			87.7279		29.7852		57.9427
33.4896			89.0299		30.3802		58.6497
33.7561			89.1724		29.9225		59.2499
33.8416			88.1348		28.2593		59.8755
34.0552			86.3444		29.5715		56.7729
34.1711			86.202		28.5339		57.6681
34.2749			87.9517		27.9541		59.9976
34.4824			85.4492		25.9552		59.494
34.6269			83.8419		27.5879		56.254
34.7286			86.4868		27.2827		59.2041
34.8303			85.3068		28.0457		57.2611
35.0236			87.972		30.014		57.958
35.1274			88.1754		29.8004		58.375
35.2799			87.5651		28.0914		59.4737
35.4814			90.922		28.7781		62.1439
35.6401			93.2617		30.0598		63.2019
35.7743			92.57		29.3274		63.2426
35.8354			91.6544		28.5492		63.1052
36.0347			93.2617		29.8157		63.446
36.1995			91.7765		27.3285		64.448
36.3684			93.689		28.6407		65.0483
36.464			92.2445		27.7405		64.504
36.5393			93.6279		29.4037		64.2242
36.7224			92.5089		30.5023		62.0066
