Voltage					Control		100nM IbTX	IbTX sensitive (diff)
33.8629					25.116		22.9004		2.2156
34.0186					24.5056		24.0234		0.4822
34.1498					26.7334		18.9697		7.7637
34.2612					22.2168		20.4102		1.8066
34.4687					21.6064		23.0225		-1.4161
34.5908					23.3154		19.5068		3.8086
34.7128					20.9351		18.7988		2.1363
34.8959					20.4773		22.1924		-1.7151
35.0577					20.1721		22.3633		-2.1912
35.1645					25.3296		22.5586		2.771
35.2576					29.9683		21.1426		8.8257
35.4651					23.5291		21.8506		1.6785
35.5521					22.3694		20.874		1.4954
35.7169					22.2473		20.3369		1.9104
35.9167					26.7944		19.7754		7.019
36.051					22.8577		21.1426		1.7151
36.1823					22.4609		19.2383		3.2226
36.286					21.8811		21.5332		0.3479
36.4951					23.2849		23.1689		0.116
36.5652					25.6653		19.2139		6.4514
36.756					29.8157		23.8769		5.9388
36.8918					27.4963		21.8262		5.6701
37.049					22.1252		20.7275		1.3977
37.1497					26.123		23.7305		2.3925
37.3282					27.6184		25.1465		2.4719
37.5311					20.9351		21.875		-0.9399
37.612					24.4446		24.0478		0.3968
37.7829					24.2004		21.1914		3.009
37.8546					25.5127		22.4609		3.0518
38.0408					25.0854		22.9004		2.185
38.1735					23.6511		20.9717		2.6794
38.3383					22.7356		21.1914		1.5442
38.4711					24.0478		21.9482		2.0996
38.6832					25.6042		21.9238		3.6804
38.7457					22.5525		20.8496		1.7029
38.9105					26.7334		23.4375		3.2959
39.0524					31.4026		18.4814		12.9212
39.2294					35.1562		19.4824		15.6738
39.353					40.863		18.2617		22.6013
39.5148					32.6233		19.6533		12.97
39.6307					28.1067		24.4141		3.6926
39.7818					29.0832		21.6553		7.4279
39.9222					30.0598		22.1191		7.9407
40.0748					25.8789		21.3135		4.5654
40.2136					27.1301		22.7783		4.3518
40.3891					24.0173		27.6855		-3.6682
40.4776					29.0832		22.6807		6.4025
40.6653					25.8484		24.2676		1.5808
40.795					23.8342		24.9023		-1.0681
40.9338					24.5972		20.2881		4.3091
41.091					28.656		26.6357		2.0203
41.2451					28.3203		21.6797		6.6406
41.387					35.7666		24.8779		10.8887
41.5488					35.0342		30.3955		4.6387
41.6281					37.2925		22.3877		14.9048
41.825					27.3132		21.8994		5.4138
41.9684					30.7312		22.168		8.5632
42.0599					28.2898		28.1006		0.1892
42.2583					25.3906		25.8301		-0.4395
42.3407					27.832		26.001		1.831
42.5406					25.2686		27.8564		-2.5878
42.6871					32.0435		25.293		6.7505
42.8122					26.7944		25.7324		1.062
43.0289					36.499		24.1211		12.3779
43.0991					31.0669		24.8291		6.2378
43.2074					27.3437		23.9502		3.3935
43.3905					34.1797		25.0244		9.1553
43.5049					33.7219		26.5381		7.1838
43.6667					26.6724		23.7549		2.9175
43.7994					28.3508		30.3467		-1.9959
43.9841					26.2146		36.2549		-10.0403
44.1245					25.3601		26.3916		-1.0315
44.2679					29.541		30.0049		-0.4639
44.364					26.5503		34.3018		-7.7515
44.567					30.2124		33.5205		-3.3081
44.715					32.9285		32.8369		0.0916
44.8691					35.8276		29.3945		6.4331
44.9896					37.1094		25.1709		11.9385
45.0903					34.7595		31.1279		3.6316
45.246					37.1094		26.8799		10.2295
45.4749					40.5884		30.3711		10.2173
45.5725					38.9099		29.0527		9.8572
45.748					36.5906		25.708		10.8826
45.8289					42.7551		24.7314		18.0237
45.957					43.2739		27.417		15.8569
46.1081					35.3394		27.1484		8.191
46.3416					30.0293		29.0527		0.9766
46.4087					27.9846		31.8848		-3.9002
46.5552					37.262		34.3506		2.9114
46.7307					43.7012		31.5186		12.1826
46.8909					39.7949		29.6631		10.1318
47.0389					41.7175		30.6152		11.1023
47.196					41.626		35.1074		6.5186
47.2922					40.5884		34.5215		6.0669
47.489					46.4478		33.667		12.7808
47.5928					43.8843		33.4228		10.4615
47.7972					50.7812		34.1797		16.6015
47.9056					40.8325		29.541		11.2915
48.0582					41.0767		30.3223		10.7544
48.1665					37.8418		33.5449		4.2969
48.3267					42.8772		32.9346		9.9426
48.5007					42.5415		36.7676		5.7739
48.6441					43.5181		35.0342		8.4839
48.7799					35.3699		33.1787		2.1912
48.9523					32.1045		30.9326		1.1719
49.0912					34.3933		30.8105		3.5828
49.1812					35.5835		31.1768		4.4067
49.285					46.7529		32.7393		14.0136
49.4864					31.5552		32.2754		-0.7202
49.5963					36.7432		41.1621		-4.4189
49.7717					34.6069		35.2295		-0.6226
49.8953					34.5154		34.8633		-0.3479
50.0479					42.9993		38.208		4.7913
50.2097					45.7153		35.7422		9.9731
50.2997					52.7039		33.8135		18.8904
50.5103					40.8936		33.8135		7.0801
50.6339					41.8701		34.3018		7.5683
50.82					38.269		32.4707		5.7983
50.9161					40.4053		30.9326		9.4727
51.0657					44.2505		35.1318		9.1187
51.1923					37.262		35.0586		2.2034
51.3678					35.9497		37.7197		-1.77
51.4807					38.0554		34.1064		3.949
51.6791					40.2222		38.2568		1.9654
51.8073					37.6282		34.4971		3.1311
51.9659					34.6985		33.1299		1.5686
52.0605					34.79		35.5713		-0.7813
52.2452					54.2297		34.8144		19.4153
52.3489					45.8069		37.9639		7.843
52.4954					37.5671		39.7461		-2.179
52.7014					36.2549		40.5029		-4.248
52.8174					33.5693		41.9189		-8.3496
52.9364					39.3372		38.208		1.1292
53.15					41.0156		42.4316		-1.416
53.2416					45.166		43.1641		2.0019
53.3881					52.4292		43.8477		8.5815
53.5056					45.7458		36.6211		9.1247
53.7054					47.8516		35.5713		12.2803
53.8565					47.76		32.5195		15.2405
53.9526					38.8489		38.2568		0.5921
54.1052					36.3159		44.7998		-8.4839
54.2441					43.2434		52.0019		-8.7585
54.3494					39.154		50.1953		-11.0413
54.5172					35.553		44.1406		-8.5876
54.6805					39.2151		40.8447		-1.6296
54.8422					41.5344		37.1338		4.4006
54.9445					36.6211		34.4971		2.124
55.1169					41.4734		36.2061		5.2673
55.2664					43.6096		41.0644		2.5452
55.3519					42.6331		38.1592		4.4739
55.5243					43.8232		37.7197		6.1035
55.7196					47.2107		40.6982		6.5125
55.8646					45.2881		42.5293		2.7588
55.9851					48.0041		52.6611		-4.657
56.1591					50.9643		48.6572		2.3071
56.3208					47.7295		44.9219		2.8076
56.452					60.8826		40.4541		20.4285
56.5985					64.8193		44.2627		20.5566
56.716					53.5278		50.6836		2.8442
56.832					48.1567		58.9111		-10.7544
56.9861					43.9148		50.7812		-6.8664
57.1753					49.0417		46.3623		2.6794
57.2668					42.1753		47.1924		-5.0171
57.485					47.0276		46.6064		0.4212
57.5919					50.354		50.5859		-0.2319
57.7277					61.4929		53.2471		8.2458
57.8635					50.1709		48.5352		1.6357
57.984					51.5442		54.0283		-2.4841
58.129					59.5093		57.3486		2.1607
58.2587					53.6804		51.2451		2.4353
58.4479					52.7344		54.5898		-1.8554
58.6462					51.9104		50.1709		1.7395
58.7454					48.2788		49.3408		-1.062
58.8461					43.396		46.875		-3.479
59.0018					44.6167		45.3857		-0.769
59.1925					51.3611		40.7715		10.5896
59.3512					57.8918		44.5312		13.3606
59.4504					69.7632		39.1113		30.6519
59.6136					70.5872		40.0879		30.4993
59.7372					59.4482		44.4092		15.039
59.873					68.2678		52.6611		15.6067
60.076					77.4536		55.4932		21.9604
60.1294					84.9609		52.9297		32.0312
60.2927					76.0193		52.2461		23.7732
60.5078					70.4651		53.0273		17.4378
60.6894					62.9883		53.7842		9.2041
60.7489					60.7605		61.4746		-0.7141
60.8786					55.481		58.1299		-2.6489
61.0907					70.9839		51.3184		19.6655
61.2097					68.3288		47.4121		20.9167
61.3699					71.0144		51.5869		19.4275
61.4661					84.9914		51.5869		33.4045
61.6202					74.646		61.6699		12.9761
61.8048					74.7986		67.6514		7.1472
61.8872					73.3643		68.335		5.0293
62.0367					65.7654		55.5176		10.2478
62.1481					59.1736		54.3701		4.8035
62.3602					61.7981		56.6406		5.1575
62.5281					60.6995		63.0127		-2.3132
62.6395					70.5872		60.8643		9.7229
62.8317					81.3599		61.2305		20.1294
62.9904					78.064		62.1582		15.9058
63.111					79.2847		65.625		13.6597
63.262					80.2002		76.1719		4.0283
63.3948					69.3664		74.5605		-5.1941
63.5382					68.3594		76.5381		-8.1787
63.6298					71.2891		62.2559		9.0332
63.8022					64.8804		72.9248		-8.0444
63.8831					71.3806		67.041		4.3396
64.0753					69.5801		61.1572		8.4229
64.2325					77.0874		61.7676		15.3198
64.4049					72.3877		67.9443		4.4434
64.5636					85.7849		68.8965		16.8884
64.675					78.3997		78.1738		0.2259
64.7833					81.6955		73.3154		8.3801
64.9985					88.1958		72.6074		15.5884
65.0809					87.3108		74.6826		12.6282
65.2426					70.0989		68.2617		1.8372
65.386					77.6062		66.9922		10.614
65.5463					98.6633		72.3877		26.2756
65.7095					92.7734		72.4853		20.2881
65.8255					90.332		67.4805		22.8515
65.9644					86.9751		72.6074		14.3677
66.1353					88.3179		75.1221		13.1958
66.2085					87.3718		80.7617		6.6101
66.4313					80.9021		82.7148		-1.8127
66.5793					84.8083		70.2148		14.5935
66.6693					83.313		76.3184		6.9946
66.8127					71.4111		77.3193		-5.9082
66.9577					76.2329		74.7803		1.4526
67.0477					78.949		76.3184		2.6306
67.2903					87.9822		67.9687		20.0135
67.3972					87.8906		64.8926		22.998
67.5543					80.6274		68.4326		12.1948
67.7023					90.8813		76.2939		14.5874
67.8625					100.098		76.0254		24.0726
67.9694					105.225		86.9385		18.2865
68.0899					103.882		73.6816		30.2004
68.2578					102.783		75.7324		27.0506
68.4027					120.911		77.2949		43.6161
68.6133					111.298		77.0752		34.2228
68.6987					129.73		69.5557		60.1743
68.8498					122.406		74.4141		47.9919
68.9429					114.502		72.29		42.212
69.1351					109.558		69.2139		40.3441
69.2648					106.506		76.4893		30.0167
69.3869					104.584		74.6338		29.9502
69.6219					105.804		77.8076		27.9964
69.6997					111.114		78.9307		32.1833
69.8782					131.195		90.2588		40.9362
70.0476					135.498		98.6084		36.8896
70.191					130.89		104.517		26.373
70.3558					124.695		101.367		23.328
70.4672					111.969		92.1387		19.8303
70.5817					114.899		93.9697		20.9293
70.7281					112.366		96.6309		15.7351
70.8777					118.073		97.7539		20.3191
70.9937					105.072		96.9971		8.0749
71.1844					95.6116		93.3594		2.2522
71.3644					107.849		93.7012		14.1478
71.4987					120.239		101.709		18.53
71.6254					116.699		103.516		13.183
71.749					114.563		89.1357		25.4273
71.8832					116.394		92.3096		24.0844
72.0419					127.228		91.3574		35.8706
72.2006					130.218		92.4805		37.7375
72.341					143.646		86.5234		57.1226
72.5073					142.792		92.6025		50.1895
72.634					141.083		98.1689		42.9141
72.7957					146.423		108.911		37.512
72.9178					141.296		113.745		27.551
73.0612					136.749		118.555		18.194
73.1589					136.017		114.209		21.808
73.3405					141.998		116.968		25.03
73.5007					154.663		108.96		45.703
73.6517					164.49		106.274		58.216
73.7646					150.513		107.91		42.603
73.9203					126.892		100.684		26.208
74.0118					125.58		96.7285		28.8515
74.2041					120.178		106.055		14.123
74.4269					121.033		105.249		15.784
74.5016					131.104		111.938		19.166
74.6466					129.547		115.479		14.068
74.7961					146.179		110.718		35.461
74.9808					146.79		123.486		23.304
75.1532					149.902		123.804		26.098
75.2173					160.004		133.301		26.703
75.35					163.361		145.532		17.829
75.5499					145.203		159.863		-14.66
75.6857					144.409		148.975		-4.566
75.8002					143.372		147.949		-4.577
75.9558					154.968		133.276		21.692
76.0352					144.043		128.955		15.088
76.2198					150.116		127.588		22.528
76.3708					158.569		125.122		33.447
76.4899					152.191		124.219		27.972
76.6409					157.684		123.022		34.662
76.8073					165.375		128.271		37.104
77.0041					139.923		143.994		-4.071
77.0865					140.198		131.665		8.533
77.2589					160.217		125.586		34.631
77.4069					163.239		124.951		38.288
77.5412					171.661		127.246		44.415
77.7136					175.873		132.764		43.109
77.8525					192.2		131.274		60.926
77.9303					203.186		126.636		76.55
78.1424					189.087		127.441		61.646
78.2446					186.951		127.026		59.925
78.4262					196.075		138.013		58.062
78.5223					203.339		137.988		65.351
78.6917					190.491		158.374		32.117
78.8504					182.037		163.55		18.487
79.0274					187.531		178.931		8.6
79.0732					198.669		169.165		29.504
79.2914					182.068		176.001		6.067
79.4318					184.113		169.58		14.533
79.624					178.894		172.827		6.067
79.7263					163.605		176.685		-13.08
79.8758					162.384		176.001		-13.617
79.9734					193.756		179.663		14.093
80.155					203.705		183.862		19.843
80.3595					204.315		174.414		29.901
80.4114					203.217		174.902		28.315
80.6219					219.91		171.924		47.986
80.7059					222.443		173.022		49.421
80.831					229.828		176.953		52.875
81.0553					213.348		190.063		23.285
81.1316					221.222		181.763		39.459
81.333					239.777		178.76		61.017
81.4505					231.598		175.195		56.403
81.5604					236.938		170.312		66.626
81.7389					235.504		175.146		60.358
81.9037					236.267		190.308		45.959
82.0715					213.531		188.11		25.421
82.1295					230.469		190.039		40.43
82.3035					223.328		199.341		23.987
82.4561					236.206		181.128		55.078
82.601					224.579		176.709		47.87
82.7734					216.583		176.611		39.972
82.8436					217.01		196.216		20.794
83.042					237.976		191.895		46.081
83.1641					234.863		198.242		36.621
83.3075					237.946		198.95		38.996
83.483					270.599		192.505		78.094
83.5959					265.259		192.847		72.412
83.7851					262.024		180.957		81.067
83.8736					257.812		189.453		68.359
84.0704					263.794		177.27		86.524
84.1467					284.698		174.707		109.991
84.3573					291.84		185.278		106.562
84.519					299.042		191.455		107.587
84.6213					305.572		211.108		94.464
84.8074					292.816		218.994		73.822
84.9539					297.241		196.24		101.001
85.0409					303.741		199.854		103.887
85.2011					308.044		200.391		107.653
85.3522					295.837		197.217		98.62
85.549					301.239		209.766		91.473
85.668					293.426		218.555		74.871
85.7901					298.676		213.574		85.102
85.9869					276.611		219.751		56.86
86.0648					299.53		216.553		82.977
86.1838					276.947		222.656		54.291
86.373					277.496		228.833		48.663
86.5424					280.273		211.353		68.92
86.6919					271.057		232.959		38.098
86.8582					271.24		232.69		38.55
86.9772					289.124		237.842		51.282
87.1008					281.83		239.258		42.572
87.1985					294.403		256.958		37.445
87.3648					304.047		259.473		44.574
87.5174					319.977		235.62		84.357
87.6608					324.005		251.807		72.198
87.7707					328.064		253.711		74.353
87.9919					322.998		269.043		53.955
88.0942					355.896		275.098		80.798
88.2925					350.403		257.397		93.006
88.4146					348.694		241.211		107.483
88.5611					348.694		250.952		97.742
88.7122					340.668		262.5		78.168
88.7808					353.119		261.768		91.351
89.0204					339.111		256.177		82.934
89.118					328.491		253.809		74.682
89.118					328.491		253.809		74.682
89.4217					326.538		249.707		76.831
89.5316					323.273		250.586		72.687
89.707					338.043		255.884		82.159
89.8703					315.155		256.103		59.052
89.9908					331.665		256.836		74.829
90.119					336.487		252.124		84.363
90.269					329.071		256.494		72.577
90.447					335.602		264.355		71.247
90.557					330.933		249.17		81.763
90.69					358.49		253.833		104.657
90.826					364.685		270.996		93.689
90.993					360.107		269.946		90.161
91.155					364.136		275.708		88.428
91.318					384.827		280.2		104.627
91.451					377.319		285.547		91.772
91.625					395.63		308.74		86.89
91.73					386.261		306.055		80.206
91.855					385.559		326.88		58.679
92.032					398.468		315.234		83.234
92.184					399.322		315.137		84.185
92.364					395.66		314.038		81.622
92.478					401.855		325.415		76.44
92.628					406.769		325.073		81.696
92.707					400.909		339.014		61.895
92.908					412.964		338.77		74.194
93.047					403.229		332.983		70.246
93.137					413.177		322.9		90.277
93.323					422.028		330.2		91.828
93.461					400.391		329.028		71.363
93.603					411.53		327.148		84.382
93.738					448.7		328.735		119.965
93.874					452.942		340.283		112.659
94.022					445.709		329.028		116.681
94.141					464.6		342.261		122.339
94.352					479.767		341.284		138.483
94.475					461.761		349.683		112.078
94.668					463.806		340.234		123.572
94.781					501.282		356.714		144.568
94.907					480.591		359.79		120.801
95.066					463.196		369.434		93.762
95.244					499.481		373.267		126.214
95.325					481.964		370.288		111.676
95.498					498.169		370.776		127.393
95.583					502.228		371.24		130.988
95.737					495.453		362.134		133.319
95.894					487.701		380.444		107.257
96.058					494.995		386.133		108.862
96.239					531.891		385.986		145.905
96.372					506.256		386.597		119.659
96.494					519.562		396.045		123.517
96.659					529.022		397.363		131.659
96.825					544.22		383.862		160.358
96.929					544.159		392.749		151.41
97.047					525.604		398.706		126.898
97.227					543.732		389.722		154.01
97.347					563.873		404.37		159.503
97.495					558.502		408.936		149.566
97.635					580.749		417.602		163.147
97.809					570.16		412.207		157.953
97.98					561.981		428.296		133.685
98.083					566.284		425.757		140.527
98.261					565.063		415.723		149.34
98.429					564.545		425.586		138.959
98.51					565.918		435.229		130.689
98.723					578.766		447.583		131.183
98.824					596.344		448.511		147.833
98.923					635.254		474.878		160.376
99.096					627.258		467.163		160.095
99.261					621.826		475.513		146.313
99.448					637.36		470.508		166.852
99.523					643.524		462.305		181.219
99.685					639.435		458.545		180.89
99.854					666.626		442.92		223.706
99.985					681.549		460.962		220.587
100.132					682.8		456.567		226.233
100.309					680.695		475.879		204.816
100.416					692.139		496.533		195.606
100.541					698.456		489.624		208.832
100.66					697.723		493.628		204.095
100.844					684.143		483.838		200.305
100.988					717.377		504.932		212.445
101.127					726.44		511.206		215.234
101.281					731.689		494.751		236.938
101.467					760.162		502.27		257.892
101.566					772.552		494.165		278.387
101.703					772.736		485.791		286.945
101.829					755.463		487.842		267.621
102.021					740.692		483.838		256.854
102.189					752.441		505.786		246.655
102.303					767.181		486.011		281.17
102.485					761.627		482.202		279.425
102.538					742.798		490.405		252.393
102.749					754.028		486.572		267.456
102.929					764.801		500.488		264.313
103.016					769.073		516.138		252.935
103.124					776.154		538.281		237.873
103.307					783.234		516.602		266.632
103.377					775.024		550.952		224.072
103.574					798.248		552.637		245.611
103.771					805.054		533.447		271.607
103.895					779.877		540.185		239.692
104.049					777.1		541.821		235.279
104.169					795.959		557.129		238.83
104.384					797.089		541.846		255.243
104.505					786.987		533.423		253.564
104.609					784.82		528.809		256.011
104.766					788.055		530.542		257.513
104.925					802.246		536.011		266.235
105.073					828.064		547.778		280.286
105.134					811.218		533.447		277.771
105.329					829.773		541.772		288.001
105.45					870.727		557.788		312.939
105.594					877.991		546.24		331.751
105.767					880.188		554.175		326.013
105.868					865.478		584.228		281.25
106.054					882.385		591.504		290.881
106.197					876.862		596.094		280.768
106.345					891.388		599.414		291.974
106.512					914.246		614.893		299.353
106.586					918.06		612.256		305.804
106.714					907.959		596.509		311.45
106.933					887.176		586.987		300.189
107.044					912.811		589.77		323.041
107.163					911.713		588.721		322.992
107.393					909.18		602.441		306.739
107.532					930.878		619.287		311.591
107.622					930.481		633.716		296.765
107.79					948.791		661.133		287.658
107.976					967.682		649.976		317.706
108.103					978.088		652.246		325.842
108.245					996.429		654.468		341.961
108.346					997.131		644.897		352.234
108.463					996.765		654.81		341.955
108.677					1009.46		667.725		341.735
108.771					989.38		678.052		311.328
108.958					1003.51		682.056		321.454
109.055					991.699		680.957		310.742
109.267					994.018		696.24		297.778
109.35					1010.65		694.702		315.948
109.482					1018.89		694.971		323.919
109.708					1024.02		701.196		322.824
109.795					1046.75		700.342		346.408
109.937					1055.02		699.902		355.118
110.082					1052.61		718.774		333.836
110.219					1086.3		710.742		375.558
110.399					1097.69		720.898		376.792
110.576					1087.22		728.735		358.485
110.673					1077.27		738.672		338.598
110.789					1091.09		715.283		375.807
110.999					1121.83		730.054		391.776
111.117					1139.8		729.858		409.942
111.277					1121.09		752.612		368.478
111.411					1088.9		765.893		323.007
111.539					1106.05		748.73		357.32
111.692					1070.71		751.025		319.685
111.802					1077.3		764.477		312.823
112.012					1097.63		763.428		334.202
112.116					1106.32		775.415		330.905
112.253					1120.36		791.943		328.417
112.423					1128.63		790.576		338.054
112.586					1139.47		780.933		358.537
112.675					1121.12		802.27		318.85
112.845					1150.33		790.112		360.218
113.012					1184.78		800.024		384.756
113.154					1182.22		814.136		368.084
113.314					1181.06		837.256		343.804
113.415					1208.43		835.766		372.664
113.553					1213.71		834.253		379.457
113.784					1219.21		844.849		374.361
113.856					1239.68		835.278		404.402
114.054					1228.91		864.453		364.457
114.179					1253.05		863.794		389.256
114.286					1241.55		858.081		383.469
114.481					1255.92		870.972		384.948
114.602					1268.07		872.607		395.463
114.721					1276.92		875.098		401.822
114.866					1291.69		877.173		414.517
115.055					1321.53		871.704		449.826
115.137					1329.22		871.606		457.614
115.345					1328.16		879.346		448.814
115.458					1338.1		906.689		431.411
115.656					1363.49		911.157		452.333
115.751					1402.62		910.644		491.976
115.868					1399.99		929.932		470.058
116.045					1431.3		934.155		497.145
116.202					1425.32		914.087		511.233
116.337					1479.4		938.208		541.192
116.477					1460.36		931.811		528.549
116.634					1467.65		925.171		542.479
116.77					1483.95		927.588		556.362
116.88					1494.96		933.325		561.635
117.071					1519.23		946.753		572.477
117.229					1587.13		964.99		622.14
117.351					1578.49		960.937		617.553
117.47					1560.39		977.588		582.802
117.615					1537.54		980.762		556.778
117.74					1508.51		990.137		518.373
117.916					1508.94		1002.54		506.4
118.111					1533.84		1016.72		517.12
118.215					1575.65		1008.25		567.4
118.4					1538.27		1006.69		531.58
118.467					1533.94		1004.27		529.67
118.688					1577.58		1023.29		554.29
118.815					1604		1040.21		563.79
118.978					1632.54		1041.21		591.33
119.012					1655.58		1069.46		586.12
119.17					1675.99		1066.41		609.58
119.327					1694.52		1082.89		611.63
119.477					1713.23		1087.65		625.58
119.655					1724.73		1095.39		629.34
119.774					1724.12		1107.03		617.09
119.959					1716.55		1105.96		610.59
120.075					1715.45		1101.29		614.16
120.209					1691.77		1110.86		580.91
120.307					1758.61		1103.64		654.97
120.522					1768.1		1109.42		658.68
120.699					1793.52		1129.76		663.76
120.786					1798.25		1136.23		662.02
120.969					1851.44		1134.84		716.6
121.128					1829.47		1123.05		706.42
121.248					1827.36		1119.56		707.8
121.396					1859.13		1142.26		716.87
121.563					1842.86		1149.41		693.45
121.688					1850.37		1156.52		693.85
121.854					1846.07		1150.63		695.44
121.99					1907.2		1148.54		758.66
122.135					1934.02		1197.56		736.46
122.323					1971.13		1202.59		768.54
122.416					1998.84		1215.33		783.51
122.567					2001.86		1201.54		800.32
122.768					2024.44		1193.55		830.89
122.881					2047.67		1196.31		851.36
122.997					2024.2		1183.25		840.95
123.136					2061.46		1183.91		877.55
123.336					2036.07		1214.5		821.57
123.473					2061.8		1207.18		854.62
123.598					2087.92		1219.46		868.46
123.716					2067.63		1239.26		828.37
123.813					2052.49		1249.58		802.91
124.027					2045.68		1253.56		792.12
124.142					2056.24		1269.12		787.12
124.325					2013.82		1292.09		721.73
124.435					2003.66		1285.35		718.31
124.618					2050.93		1295.61		755.32
124.694					2072.39		1283.23		789.16
124.891					2096.89		1325.78		771.11
125.036					2105.96		1352.98		752.98
125.168					2111.54		1345.8		765.74
125.342					2080.14		1371.9		708.24
125.501					2085.2		1380.08		705.12
125.616					2142.79		1374.12		768.67
125.767					2117.52		1384.45		733.07
125.957					2161.86		1379.88		781.98
126.095					2147.64		1372.53		775.11
126.191					2155.67		1388.33		767.34
126.362					2221.71		1380		841.71
126.485					2202.76		1393.58		809.18
126.592					2232.15		1398.32		833.83
126.734					2225.19		1415.65		809.54
126.916					2211.18		1390.6		820.58
127.111					2243.26		1432.35		810.91
127.222					2259.25		1437.13		822.12
127.309					2304.87		1430.4		874.47
127.523					2348.66		1441.77		906.89
127.611					2336.24		1452.27		883.97
127.766					2385.35		1449.66		935.69
127.924					2382.81		1464.82		917.99
128.042					2378.66		1465.55		913.11
128.199					2410.83		1495.78		915.05
128.322					2384.28		1487.01		897.27
128.432					2420.81		1508.64		912.17
128.646					2480.41		1534.47		945.94
128.788					2479.68		1549.66		930.02
128.898					2474.4		1559.74		914.66
129.04					2492.61		1581.59		911.02
129.189					2519.01		1578.44		940.57
129.346					2579.93		1586.6		993.33
129.499					2588.59		1583.72		1004.87
129.613					2592.16		1585.35		1006.81
129.792					2589.45		1620.51		968.94
129.919					2605.47		1604.03		1001.44
130.025					2565.55		1616.38		949.17
130.216					2593.23		1653.98		939.25
130.384					2596.68		1675.37		921.31
130.503					2608.4		1672.14		936.26
130.726					2601.23		1677.93		923.3
130.825					2611.69		1685.35		926.34
130.981					2639.5		1700.2		939.3
131.061					2652.92		1695.65		957.27
131.29					2647.52		1683.54		963.98
131.399					2680.05		1709.16		970.89
131.489					2687.29		1719.78		967.51
131.708					2671.48		1743.24		928.24
131.838					2697.78		1754.32		943.46
131.913					2723.08		1745.65		977.43
132.139					2754.73		1743.43		1011.3
132.244					2780.27		1758.67		1021.6
132.421					2754.55		1770.41		984.14
132.567					2751.46		1774.36		977.1
132.632					2712.16		1770.78		941.38
132.836					2728.85		1768.82		960.03
132.987					2785.43		1781.81		1003.62
133.127					2792.69		1818.04		974.65
133.275					2791.56		1828.88		962.68
133.413					2833.07		1826.68		1006.39
133.613					2833.04		1847.39		985.65
133.681					2866.82		1859.89		1006.93
133.881					2847.14		1863.04		984.1
134.005					2897.34		1853.71		1043.63
134.073					2884.49		1878.74		1005.75
134.286					2937.59		1889.5		1048.09
134.394					2956.48		1906.27		1050.21
134.583					2992		1906.54		1085.46
134.717					2996.89		1927.83		1069.06
134.847					3039.86		1901.81		1138.05
135.009					3071.62		1925.59		1146.03
135.198					3112.64		1921.9		1190.74
135.325					3125.85		1940.23		1185.62
135.436					3129.36		1955.2		1174.16
135.599					3129.24		1962.04		1167.2
135.79					3168.21		1989.79		1178.42
135.863					3166.44		2014.5		1151.94
135.987					3192.9		2005.76		1187.14
136.17					3241.49		2032.62		1208.87
136.378					3225.71		2034.2		1191.51
136.431					3282.32		2051.83		1230.49
136.617					3317.66		2056.49		1261.17
136.811					3354.83		2067.38		1287.45
136.896					3362		2087.4		1274.6
137.076					3344.51		2117.21		1227.3
137.168					3347.53		2117.97		1229.56
137.302					3358.37		2130.76		1227.61
137.475					3397.46		2142.26		1255.2
137.571					3442.26		2158.69		1283.57
137.792					3413.54		2135.77		1277.77
137.888					3483.34		2217.11		1266.23
138.073					3436.61		2179.66		1256.95
138.189					3447.14		2194.14		1253
138.341					3483.67		2204.57		1279.1
138.459					3518.16		2205.35		1312.81
138.677					3536.29		2233.74		1302.55
138.79					3558.41		2244.58		1313.83
138.909					3611.54		2269.16		1342.38
139.088					3616.82		2266.28		1350.54
139.225					3643.52		2284.79		1358.73
139.303					3701.81		2276.37		1425.44
139.548					3706.66		2322.44		1384.22
